,nome,genero,freqs 2014,freqs 2015,freqs 2016,freqs 2017
5013,Miriam Luís,F,1,0,0,0
5014,Jéssica Margarida,F,1,0,0,0
5015,Carolina Raissa,F,1,0,0,0
5016,Antónia Jesus,F,1,0,0,0
5017,Elizangila Isabel,F,1,0,0,0
5018,Maria Deusa,F,1,0,0,0
5019,Delailah Anaise,F,1,0,0,0
5020,Beatriz La Salete,F,1,0,0,0
5021,Giulia Elisa,F,1,0,0,0
5022,Sara Micaela,F,1,0,0,0
5023,Kelly Dania,F,1,0,0,0
5024,Leia Rosa Maria,F,1,0,0,0
5025,Adama Awa,F,1,0,0,0
5026,Lara Diogo,F,1,0,0,0
5027,Túlipa Emília,F,1,0,0,0
5028,Júllia Victória,F,1,0,0,0
5029,Roslene Yasmin,F,1,0,0,0
5030,Sara Gabriel,F,1,0,0,0
5031,Marisa Maria,F,1,0,0,0
5032,Márcia Vitória,F,1,0,0,0
5033,Luana Kiara,F,1,0,0,0
5034,Bianca Nicole,F,1,0,0,0
5035,India Muriel,F,1,0,0,0
5036,Carlota Miguel,F,1,0,0,0
5037,Íris Constança,F,1,0,0,0
5038,Sheinizy Elaine,F,1,0,0,0
5039,Rita Bianca,F,1,0,0,0
5040,Taíssa Beatriz,F,1,0,0,0
5041,Bia Filipa,F,1,0,0,0
5042,Márcia Eliana,F,1,0,0,0
5043,Neli Mimeva,F,1,0,0,0
5044,Débora Victória,F,1,0,0,0
5045,Daiana Maria,F,1,0,0,0
5046,Salma Samir,F,1,0,0,0
5047,kiara Sofia,F,1,0,0,0
5048,Samara Adelaide,F,1,0,0,0
5049,Natacha Rui,F,1,0,0,0
5050,Gabriela Menna,F,1,0,0,0
5051,Jasmine Jessy,F,1,0,0,0
5052,Stella Oluchukwu,F,1,0,0,0
5053,Jaskirat Jessica,F,1,0,0,0
5054,Juliana Flávia,F,1,0,0,0
5055,Ashley Nayara,F,1,0,0,0
5056,Filomena Rosa,F,1,0,0,0
5057,Ariana Matilde,F,1,0,0,0
5058,Quessia Liana,F,1,0,0,0
5059,Madalena Solange,F,1,0,0,0
5060,Taís Leonor,F,1,0,0,0
5061,Bianca Marina,F,1,0,0,0
5062,Eliana Vitalievna,F,1,0,0,0
5063,Flora Micaela,F,1,0,0,0
5064,Joana Rafaela,F,1,0,0,0
5065,Vitória Nana,F,1,0,0,0
5066,Ana Carlota,F,1,0,0,0
5067,Sofia Celeste,F,1,0,0,0
5068,Kyara Sabrina,F,1,0,0,0
5069,Luanny Filipa,F,1,0,0,0
5070,Nayara Guiomar,F,1,0,0,0
5071,Beatriz Branca,F,1,0,0,0
5072,Leonor Regina,F,1,0,0,0
5073,Vitória Andrea,F,1,0,0,0
5074,kyara da Conceição,F,1,0,0,0
5075,Lívia Susana,F,1,0,0,0
5076,Khyara Alexandra,F,1,0,0,0
5077,Carla Tchissola,F,1,0,0,0
5078,Ashley Vitória,F,1,0,0,0
5079,Telma Ainara,F,1,0,0,0
5080,Camila Isaura,F,1,0,0,0
5081,Renata Eliane,F,1,0,0,0
5082,Ianna Lacramioara,F,1,0,0,0
5083,Irís Isabel,F,1,0,0,0
5084,Esperança Maria,F,1,0,0,0
5085,Joana Vitória,F,1,0,0,0
5086,Nayra Nair,F,1,0,0,0
5087,Libânia Sofia,F,1,0,0,0
5088,Yasmin Cristelle,F,1,0,0,0
5089,Ester Lúcia,F,1,0,0,0
5090,Aqeela Zainab,F,1,0,0,0
5091,Rita Liz,F,1,0,0,0
5092,Evellyn Eloá,F,1,0,0,0
5093,Cadi Laura,F,1,0,0,0
5094,Francisca Rafaela,F,1,0,0,0
5095,Katia Isabel,F,1,0,0,0
5096,Aliya Jade,F,1,0,0,0
5097,Tropez Anneke Ama,F,1,0,0,0
5098,Bruna Letícia,F,1,0,0,0
5099,Gabriela FIlipa,F,1,0,0,0
5100,Sara Mariana,F,1,0,0,0
5101,Cíntia Sofia,F,1,0,0,0
5102,Carolina Rafaela,F,1,0,0,0
5103,Tatiana Guiomar,F,1,0,0,0
5104,Paula Isabela,F,1,0,0,0
5105,Maria Mercês,F,1,0,0,0
5106,Alcine Cikelle,F,1,0,0,0
5107,Marisa Cristina,F,1,0,0,0
5108,Tamára Daniela,F,1,0,0,0
5109,Miriam Leonor,F,1,0,0,0
5110,Mirela Liz,F,1,0,0,0
5111,Nadja Maria,F,1,0,0,0
5112,Izadora Sophia,F,1,0,0,0
5113,Luciana Sophia,F,1,0,0,0
5114,Jade Gracinda,F,1,0,0,0
5115,Lúcia Mara,F,1,0,0,0
5116,Evelyn Nicole,F,1,0,0,0
5117,Eduarda Vitória,F,1,0,0,0
5118,Mara Heloísa,F,1,0,0,0
5119,Yasmin Djully,F,1,0,0,0
5120,Ariana Susana,F,1,0,0,0
5121,Ana Diogo,F,1,0,0,0
5122,Brianna Helena,F,1,0,0,0
5123,indha Victoria Hadass,F,1,0,0,0
5124,Bárbara Aléxis,F,1,0,0,0
5125,Clara João,F,1,0,0,0
5126,Laura Milacku,F,1,0,0,0
5127,Vitória Daniela,F,1,0,0,0
5128,Maria Lúcia,F,1,0,0,0
5129,Beatriz Lara,F,1,0,0,0
5130,Leonor Leonardo,F,1,0,0,0
5131,Elena Beatris,F,1,0,0,0
5132,Diana Paloma,F,1,0,0,0
5133,Mia Alexandra,F,1,0,0,0
5134,Yara Lisa,F,1,0,0,0
5135,Alana Mirari,F,1,0,0,0
5136,Isabela Diana,F,1,0,0,0
5137,Suéli Victória,F,1,0,0,0
5138,Tamara Sofia,F,1,0,0,0
5139,Naiara Branca,F,1,0,0,0
5140,Lia Mei,F,1,0,0,0
5141,Rosa Orquídea,F,1,0,0,0
5142,Telma Daniely,F,1,0,0,0
5143,Gabriela Beatriz,F,1,0,0,0
5144,Paloma Munira,F,1,0,0,0
5145,Kiara Maria,F,1,0,0,0
5146,Ana David,F,1,0,0,0
5147,Alícia Duarte,F,1,0,0,0
5148,Yara Gabriela,F,1,0,0,0
5149,Taís Elaine,F,1,0,0,0
5150,Saalsy Cubri,F,1,0,0,0
5151,Rita Pilar,F,1,0,0,0
5152,Estéfica Matilde,F,1,0,0,0
5153,Naíma Daniela,F,1,0,0,0
5154,Daniela de Jesus,F,1,0,0,0
5155,Leonor Aurora,F,1,0,0,0
5156,Angelina Nafim,F,1,0,0,0
5157,Mame Diarra,F,1,0,0,0
5158,Priscila Carolline,F,1,0,0,0
5159,Hadassa Maxência,F,1,0,0,0
5160,Larysa Gertrudes,F,1,0,0,0
5161,Adriane Raíssa,F,1,0,0,0
5162,Vitória Juliana,F,1,0,0,0
5163,Tânia Cristina,F,1,0,0,0
5164,Núria Francisca,F,1,0,0,0
5165,Alícia Ellen,F,1,0,0,0
5166,Rania da Graça,F,1,0,0,0
5167,Liliana Rae,F,1,0,0,0
5168,Diana Liz,F,1,0,0,0
5169,Yara Cecília,F,1,0,0,0
5170,Gisela Sofia,F,1,0,0,0
5171,Camila Victória,F,1,0,0,0
5172,Aline Raquel,F,1,0,0,0
5173,Íris Diana,F,1,0,0,0
5174,Lívia Domingas,F,1,0,0,0
5175,Raquel Margarita,F,1,0,0,0
5176,Lya Nuemmy,F,1,0,0,0
5177,Jalica Amadú,F,1,0,0,0
5178,Ariele Maria,F,1,0,0,0
5179,Eva Constança,F,1,0,0,0
5180,Mafalda Carminho,F,1,0,0,0
5181,Matilde Gabi,F,1,0,0,0
5182,Larissa Assucena,F,1,0,0,0
5183,Lea Beatriz,F,1,0,0,0
5184,Leonor Marisa,F,1,0,0,0
5185,Quélia Sofia,F,1,0,0,0
5186,Emily Sofia,F,1,0,0,0
5187,Sandra Micaela,F,1,0,0,0
5188,Cátia Wilson,F,1,0,0,0
5189,Ayana Khaira,F,1,0,0,0
5190,Camila Helena,F,1,0,0,0
5191,Airam Romana,F,1,0,0,0
5192,Nahla Oriana,F,1,0,0,0
5193,Stephany Fabiana,F,1,0,0,0
5194,Cristina Claúdia,F,1,0,0,0
5195,Ana Glória,F,1,0,0,0
5196,Beatriz Serhiyivna,F,1,0,0,0
5197,Eduarda Filipa,F,1,0,0,0
5198,Yara Simone,F,1,0,0,0
5199,Lea Luís,F,1,0,0,0
5200,Annick Clara,F,1,0,0,0
5201,Luísa João,F,1,0,0,0
5202,Irina Fabiana,F,1,0,0,0
5203,Adriana Manuel,F,1,0,0,0
5204,Diana de Jesus,F,1,0,0,0
5205,Carminho Miguel,F,1,0,0,0
5206,Inês Gonzaga,F,1,0,0,0
5207,Yasmin Angélica,F,1,0,0,0
5208,Lara Dinis,F,1,0,0,0
5209,Elanã Sofia,F,1,0,0,0
5210,Bianca Diogo,F,1,0,0,0
5211,Juweyriyah Irfan,F,1,0,0,0
5212,Sofia Manuel,F,1,0,0,0
5213,Sara Tikvah,F,1,0,0,0
5214,Clarisse Isabel,F,1,0,0,0
5215,Yasmin Paloma,F,1,0,0,0
5216,Milena Alexandra,F,1,0,0,0
5217,Micaela de Fátima,F,1,0,0,0
5218,Ema Luna,F,1,0,0,0
5219,Viviana Filipa,F,1,0,0,0
5220,Gabriela Sevdalinova,F,1,0,0,0
5221,Rebeca Maya Stefania,F,1,0,0,0
5222,Sandra Valentina,F,1,0,0,0
5223,Lais Brenda,F,1,0,0,0
5224,Ester Avelina,F,1,0,0,0
5225,Rosa Jasmim,F,1,0,0,0
5226,Juliana Kiran,F,1,0,0,0
5227,Margaryta Sofiia,F,1,0,0,0
5228,Dânia Alexandra,F,1,0,0,0
5229,Teresa Duarte,F,1,0,0,0
5230,Mafalda Antónia,F,1,0,0,0
5231,Mya Daniela,F,1,0,0,0
5232,Lecticia Andreia,F,1,0,0,0
5233,Estrela Janaína,F,1,0,0,0
5234,Matilde Catarina,F,1,0,0,0
5235,Catarina Marinho,F,1,0,0,0
5236,Tânia Maiara,F,1,0,0,0
5237,Yasmin Kary,F,1,0,0,0
5238,Jasmina Yusupova,F,1,0,0,0
5239,Isa Iana,F,1,0,0,0
5240,Liliana Dolores,F,1,0,0,0
5241,Leonor Maiara,F,1,0,0,0
5242,Daniela Íris,F,1,0,0,0
5243,Inês Gil,F,1,0,0,0
5244,Alanna Sofia,F,1,0,0,0
5245,Mafalda Rosinda,F,1,0,0,0
5246,Ciara Aisha,F,1,0,0,0
5247,Amélia Carlota,F,1,0,0,0
5248,Isa Alexandra,F,1,0,0,0
5249,Alana Liz,F,1,0,0,0
5250,Yris Sophia,F,1,0,0,0
5251,Yona Patrícia,F,1,0,0,0
5252,Yara Luísa,F,1,0,0,0
5253,Ariana Vanessa,F,1,0,0,0
5254,Áurea Margarida,F,1,0,0,0
5255,Juliana Gabriel,F,1,0,0,0
5256,Tânia Margarida,F,1,0,0,0
5257,Izabella Margarida,F,1,0,0,0
5258,Nicole Kyara,F,1,0,0,0
5259,Aissatá Djouldé,F,1,0,0,0
5260,Leonor Cecília,F,1,0,0,0
5261,Lueji Nayara,F,1,0,0,0
5262,Marta Gil,F,1,0,0,0
5263,Dayanne Domingos,F,1,0,0,0
5264,Akira Sofia,F,1,0,0,0
5265,Anastácia Filipa,F,1,0,0,0
5266,Maria Luz,F,1,0,0,0
5267,Matilde Mariana,F,1,0,0,0
5268,Carolina Mar,F,1,0,0,0
5269,Maria Renata,F,1,0,0,0
5270,Melissa Emília,F,1,0,0,0
5271,Rhayssa Aguinalda,F,1,0,0,0
5272,Kelly Biatriz,F,1,0,0,0
5273,Jhuly Adriele,F,1,0,0,0
5274,Catarina Duarte,F,1,0,0,0
5275,Viviane Maísa,F,1,0,0,0
5276,Luna Gabriela,F,1,0,0,0
5277,Áurea Khailane,F,1,0,0,0
5278,Inês do Mar,F,1,0,0,0
5279,Rafaela Adriana,F,1,0,0,0
5280,Ester Lukeni,F,1,0,0,0
5281,Nicole Elena,F,1,0,0,0
5282,Sara Tereza,F,1,0,0,0
5283,Katarina Isabel,F,1,0,0,0
5284,Matilde Mateus,F,1,0,0,0
5285,Lígia Maria,F,1,0,0,0
5286,Mayara Alexandra,F,1,0,0,0
5287,Maiara Célia,F,1,0,0,0
5288,ine Hélène Martine Cl,F,1,0,0,0
5289,Kyara Luena,F,1,0,0,0
5290,Filipa Micaela,F,1,0,0,0
5291,Kyara Maeva,F,1,0,0,0
5292,Miriam Viviane,F,1,0,0,0
5293,Laura Samuel,F,1,0,0,0
5294,Lorena Gil,F,1,0,0,0
5295,Joana Teresa,F,1,0,0,0
5296,Filipa Inês,F,1,0,0,0
5297,Graça Ester,F,1,0,0,0
5298,Mara Manuela,F,1,0,0,0
5299,Erietta Teresa,F,1,0,0,0
5300,Yalena Keiliza,F,1,0,0,0
5301,Lya Sofia,F,1,0,0,0
5302,Keily Juciane,F,1,0,0,0
5303,Izabela Ionela,F,1,0,0,0
5304,Rania Bianca,F,1,0,0,0
5305,Naiara Vitória,F,1,0,0,0
5306,Érica Isabel,F,1,0,0,0
5307,Taís Isabela,F,1,0,0,0
5308,Júlia Isabelle,F,1,0,0,0
5309,Hélida Crisnara,F,1,0,0,0
5310,Juliana Marisa,F,1,0,0,0
5311,Elicleide Daniela,F,1,0,0,0
5312,Yasmin Matilde,F,1,0,0,0
5313,Inês Oriana,F,1,0,0,0
5314,Andreia Carolina,F,1,0,0,0
5315,Cristina Avelar,F,1,0,0,0
5316,Benedita Flor,F,1,0,0,0
5317,Bianca Luísa,F,1,0,0,0
5318,Naíma Ariana,F,1,0,0,0
5319,Maysa Alexandra,F,1,0,0,0
5320,Mara Isabela,F,1,0,0,0
5321,Ester Beatriz,F,1,0,0,0
5322,Teresa Cristina,F,1,0,0,0
5323,Sophia Eva,F,1,0,0,0
5324,Kelmy Iracy,F,1,0,0,0
5325,Eliane Nadine,F,1,0,0,0
5326,Alana Poliane,F,1,0,0,0
5327,Joana Amaro,F,1,0,0,0
5328,Erika Yasmin,F,1,0,0,0
5329,Beatriz Laura,F,1,0,0,0
5330,Janaína Conceição,F,1,0,0,0
5331,Mercês Albino,F,1,0,0,0
5332,Keyla Gabriela,F,1,0,0,0
5333,Núria Matilde,F,1,0,0,0
5334,Noa Jade,F,1,0,0,0
5335,Samaira Waseefah,F,1,0,0,0
5336,Salomé Filipa,F,1,0,0,0
5337,Gabriela Fabiana,F,1,0,0,0
5338,Maria Soraia,F,1,0,0,0
5339,Íris Manuela,F,1,0,0,0
5340,Mariana Rosa,F,1,0,0,0
5341,Jéssica Marina,F,1,0,0,0
5342,Tanisha Oscar,F,1,0,0,0
5343,Isabela Fatu,F,1,0,0,0
5344,Bianca Flor,F,1,0,0,0
5345,Léa Anabel Catarina,F,1,0,0,0
5346,Beatrice Elena,F,1,0,0,0
5347,Yasmina Loredana,F,1,0,0,0
5348,Hortênsia Armanda,F,1,0,0,0
5349,Beatriz Flor,F,1,0,0,0
5350,Maria Carlos,F,1,0,0,0
5351,Nür Safiya,F,1,0,0,0
5352,Violeta Catarina,F,1,0,0,0
5353,Rita André,F,1,0,0,0
5354,Mariana Ionara,F,1,0,0,0
5355,Marie Estelle,F,1,0,0,0
5356,Valentina Giovana,F,1,0,0,0
5357,Luna Neusianne,F,1,0,0,0
5358,Clara Amaro,F,1,0,0,0
5359,Catherine Elisabeth,F,1,0,0,0
5360,Yasmin Safira,F,1,0,0,0
5361,Luana Tateane,F,1,0,0,0
5362,Alesia Sofia,F,1,0,0,0
5363,Melanye Alexandra,F,1,0,0,0
5364,Aline Luena,F,1,0,0,0
5365,Júlia Filipa,F,1,0,0,0
5366,Ana Rute,F,1,0,0,0
5367,Adriela da Glória,F,1,0,0,0
5368,Ionela Liliana,F,1,0,0,0
5369,Quedna Yasmin,F,1,0,0,0
5370,Matilde Lucinda,F,1,0,0,0
5371,Nádia Daniela,F,1,0,0,0
5372,Ema Eliana,F,1,0,0,0
5373,Ustyna Ksenia,F,1,0,0,0
5374,Yara Philipa,F,1,0,0,0
5375,Gabriela Levi,F,1,0,0,0
5376,Jandira de Jesus,F,1,0,0,0
5377,Ema Flora,F,1,0,0,0
5378,Eliane Cândido,F,1,0,0,0
5379,Aiyane Adele,F,1,0,0,0
5380,Luísa Sofia,F,1,0,0,0
5381,Rayanna Stephanie,F,1,0,0,0
5382,Rita José,F,1,0,0,0
5383,Fernanda Patrícia,F,1,0,0,0
5384,Lurdes Maria,F,1,0,0,0
5385,Swana de Fátima,F,1,0,0,0
5386,Bianca Yasmim,F,1,0,0,0
5387,Paloma Rayanne,F,1,0,0,0
5388,Adélia Luana,F,1,0,0,0
5389,Ema Carlota,F,1,0,0,0
5390,Francisca da Conceição,F,1,0,0,0
5391,Marta Miguel,F,1,0,0,0
5392,Chanel Jilanhi,F,1,0,0,0
5393,Ednara Yasmin,F,1,0,0,0
5394,Victória Filipe,F,1,0,0,0
5395,Marcelina Alessandra,F,1,0,0,0
5396,Sara Haniela,F,1,0,0,0
5397,Alana Alexandra,F,1,0,0,0
5398,Márcia Isabel,F,1,0,0,0
5399,Adelina Elena,F,1,0,0,0
5400,Matilde Lurdes,F,1,0,0,0
5401,Iara Matilde,F,1,0,0,0
5402,Aysha Bianca,F,1,0,0,0
5403,Patrícia Cristina,F,1,0,0,0
5404,Maria Nuno,F,1,0,0,0
5405,Elana Haniela,F,1,0,0,0
5406,Letícia Ellen,F,1,0,0,0
5407,Carolina Gabriela,F,1,0,0,0
5408,Mélanie Ema,F,1,0,0,0
5409,Elina Jiajing,F,1,0,0,0
5410,Emily Daniela,F,1,0,0,0
5411,Neyma Celsa,F,1,0,0,0
5412,Kelly Naysa,F,1,0,0,0
5413,Nicolly Beatriz,F,1,0,0,0
5414,Sureya Tillman,F,1,0,0,0
5415,Beatriz Paula,F,1,0,0,0
5416,Rute Maria,F,1,0,0,0
5417,Thaís Sally,F,1,0,0,0
5418,Margarida Liz,F,1,0,0,0
5419,Bia Cristina,F,1,0,0,0
5420,Aysha Melanie,F,1,0,0,0
5421,Adriana Flor,F,1,0,0,0
5422,Laura Manuel,F,1,0,0,0
5423,Nadine Sofia,F,1,0,0,0
5424,Miriam Mélanie,F,1,0,0,0
5425,Eliane Raissa,F,1,0,0,0
5426,Rúbia Beatriz,F,1,0,0,0
5427,Anastácia Maisa,F,1,0,0,0
5428,Luna Tamara,F,1,0,0,0
5429,Sara Letícia,F,1,0,0,0
5430,Arya Moon,F,1,0,0,0
5431,Helena Valesca,F,1,0,0,0
5432,Diana Jorge,F,1,0,0,0
5433,Nina Pacari,F,1,0,0,0
5434,Sara Larissa,F,1,0,0,0
5435,Cecília Miguel,F,1,0,0,0
5436,Jéssica Fabiana,F,1,0,0,0
5437,Gurleen Kaur,F,1,0,0,0
5438,Zahra Gabriela,F,1,0,0,0
5439,Cassandra Alexandra,F,1,0,0,0
5440,Aurea Marie,F,1,0,0,0
5441,Irina Rafaela,F,1,0,0,0
5442,Daniela Salomé,F,1,0,0,0
5443,Isa Mar,F,1,0,0,0
5444,Wenjin Yang,F,1,0,0,0
5445,Vânia Daeane,F,1,0,0,0
5446,Laura Elisabeth,F,1,0,0,0
5447,Rafaela Natália,F,1,0,0,0
5448,Sara Abigail,F,1,0,0,0
5449,Lara Marina,F,1,0,0,0
5450,Vitória Suéli,F,1,0,0,0
5451,Melissa Elena,F,1,0,0,0
5452,Melissa Damaris,F,1,0,0,0
5453,Carla Luana,F,1,0,0,0
5454,Eva Magali,F,1,0,0,0
5455,Aurea Maria,F,1,0,0,0
5456,Bárbara Isabel,F,1,0,0,0
5457,Gisela Yasmin,F,1,0,0,0
5458,Nicole Rafaela,F,1,0,0,0
5459,Luciana Margarida,F,1,0,0,0
5460,Cleia Ticiana,F,1,0,0,0
5461,Margarida Casalta,F,1,0,0,0
5462,Mara Alice,F,1,0,0,0
5463,Letícia Solange,F,1,0,0,0
5464,Vera Daniela,F,1,0,0,0
5465,Joana Aires,F,1,0,0,0
5466,Francisca Marta,F,1,0,0,0
5467,Tatiana Ruozhen,F,1,0,0,0
5468,Camila Larissa,F,1,0,0,0
5469,Lara Vitória,F,1,0,0,0
5470,Filipa Leonor,F,1,0,0,0
5471,Estefania Victoria,F,1,0,0,0
5472,Nicole Ortis,F,1,0,0,0
5473,Joice Filipa,F,1,0,0,0
5474,Íris Soraia,F,1,0,0,0
5475,Mariana Letícia,F,1,0,0,0
5476,Eliana Elísia,F,1,0,0,0
5477,Déborah Stéfanny,F,1,0,0,0
5478,Ana Bárbara,F,1,0,0,0
5479,Priscila Isabel,F,1,0,0,0
5480,Alícia Hellena,F,1,0,0,0
5481,Erica Raquel,F,1,0,0,0
5482,Mariana Halimatu,F,1,0,0,0
5483,Alyssa Bernardete,F,1,0,0,0
5484,Elcieny Aliane,F,1,0,0,0
5485,Laura Jade,F,1,0,0,0
5486,Maria Lisete,F,1,0,0,0
5487,Yanessa Kelsia,F,1,0,0,0
5488,Stella Alexandra,F,1,0,0,0
5489,Denyse Rayssa,F,1,0,0,0
5490,Alícia Domingas,F,1,0,0,0
5491,Iara Abel,F,1,0,0,0
5492,Conceição Irina,F,1,0,0,0
5493,Alyah Rafaela,F,1,0,0,0
5494,Diana Camila,F,1,0,0,0
5495,Yassmina Gabriella,F,1,0,0,0
5496,Beatriz Alexandre,F,1,0,0,0
5497,Maria Angélica,F,1,0,0,0
5498,Fátima Cristina,F,1,0,0,0
5499,Rayane Sofia,F,1,0,0,0
5500,Telma Bianca,F,1,0,0,0
5501,Ticiane Marise,F,1,0,0,0
5502,Zoe Isabella,F,1,0,0,0
5503,Isa Margarida,F,1,0,0,0
5504,Alice Saffi,F,1,0,0,0
5505,Alice Giovana,F,1,0,0,0
5506,Oriana Alexandra,F,1,0,0,0
5507,Amélia Violeta,F,1,0,0,0
5508,Qian Min,F,1,0,0,0
5509,Eleine Alexandra,F,1,0,0,0
5510,Keila Nicole,F,1,0,0,0
5511,Jénifer Maria,F,1,0,0,0
5512,Maria Ângela,F,1,0,0,0
5513,Margarida de Jesus,F,1,0,0,0
5514,Anna Karolyna,F,1,0,0,0
5515,Aléxia Sadjana,F,1,0,0,0
5516,Nel Jasmin,F,1,0,0,0
5517,Leandra Maria,F,1,0,0,0
5518,Ana Caroline,F,1,0,0,0
5519,Sophia Nicole,F,1,0,0,0
5520,Denisa Gabriela,F,1,0,0,0
5521,Eriandra Yolanda,F,1,0,0,0
5522,Indira Jesus,F,1,0,0,0
5523,Carlota Beatriz,F,1,0,0,0
5524,Yedllin Twany,F,1,0,0,0
5525,Margarida Daniela,F,1,0,0,0
5526,Ana Leonnor,F,1,0,0,0
5527,Maria Ofélia,F,1,0,0,0
5528,Liane Fabiana,F,1,0,0,0
5529,Deliana das Dores,F,1,0,0,0
5530,Alícia Mariana,F,1,0,0,0
5531,Wysmara Sofia,F,1,0,0,0
5532,Alyha Jhasmille,F,1,0,0,0
5533,Irina Isabela,F,1,0,0,0
5534,Naiara Nicole,F,1,0,0,0
5535,Alana Patrícia,F,1,0,0,0
5536,Diana Mayra,F,1,0,0,0
5537,Antónia Alexandra,F,1,0,0,0
5538,Nicole Carolina,F,1,0,0,0
5539,Zi Xin,F,1,0,0,0
5540,Ava Matilde,F,1,0,0,0
5541,Caetana José,F,1,0,0,0
5542,Carolina Micaela,F,1,0,0,0
5543,Margarida dos Anjos,F,1,0,0,0
5544,Verónica Raquel,F,1,0,0,0
5545,Ayla Celina,F,1,0,0,0
5546,Diana da Luz,F,1,0,0,0
5547,Roberta Daiana,F,1,0,0,0
5548,Constança José,F,1,0,0,0
5549,Filipe Linjun,F,1,0,0,0
5550,Vitória Ariana,F,1,0,0,0
5551,Camila Helaine,F,1,0,0,0
5552,Íris Mariana,F,1,0,0,0
5553,Maria Frederica,F,1,0,0,0
5554,Nicole Tamára,F,1,0,0,0
5555,Mia Luiza,F,1,0,0,0
5556,Sofia Muscuta,F,1,0,0,0
5557,Isabela Serena,F,1,0,0,0
5558,Clara Afonso,F,1,0,0,0
5559,Kyara Daniela,F,1,0,0,0
5560,Paula Haniela,F,1,0,0,0
5561,Jessica Margarida,F,1,0,0,0
5562,Mariea Izabela,F,1,0,0,0
5563,Rosa Raquel,F,1,0,0,0
5564,Maiara Daisi,F,1,0,0,0
5565,Lianor Sofia,F,1,0,0,0
5566,Ariana Patricía,F,1,0,0,0
5567,Carolina Letícia,F,1,0,0,0
5568,Maria Silvina,F,1,0,0,0
5569,Anna Maria,F,1,0,0,0
5570,aliyah Bell da Conceiçã,F,1,0,0,0
5571,Eva Liz,F,1,0,0,0
5572,Carisa Omotola,F,1,0,0,0
5573,Camila Antonino,F,1,0,0,0
5574,Melanie Victória,F,1,0,0,0
5575,Vera Hristinova,F,1,0,0,0
5576,Sabrina Margaritova,F,1,0,0,0
5577,Zélia Margarida,F,1,0,0,0
5578,Viktoria Alexandra,F,1,0,0,0
5579,Beatriz Inês,F,1,0,0,0
5580,Alisia Elena,F,1,0,0,0
5581,Alice Lara,F,1,0,0,0
5582,Madalena Duval,F,1,0,0,0
5583,Nyah Vitória,F,1,0,0,0
5584,Aniyah Alexandra,F,1,0,0,0
5585,Carlota Serena,F,1,0,0,0
5586,Luiza Filipa,F,1,0,0,0
5587,Lurdes Valentina,F,1,0,0,0
5588,Amancai Sophia,F,1,0,0,0
5589,Bianca Gabriela,F,1,0,0,0
5590,Alexia Fatumata,F,1,0,0,0
5591,Luana Milena,F,1,0,0,0
5592,Bruna Leonor,F,1,0,0,0
5593,Sofia Andreevna,F,1,0,0,0
5594,Maria Cármen,F,1,0,0,0
5595,Maria Paz,F,1,0,0,0
5596,Eva Maye,F,1,0,0,0
5597,Rute Rayssa,F,1,0,0,0
5598,Gabriela Inês,F,1,0,0,0
5599,Iarah José,F,1,0,0,0
5600,Bárbara Chamile,F,1,0,0,0
5601,Eva Joana,F,1,0,0,0
5602,Alma Rosário,F,1,0,0,0
5603,Benedita Liliana,F,1,0,0,0
5604,Hao Shi,F,1,0,0,0
5605,Elena Stefania,F,1,0,0,0
5606,Inês Clara,F,1,0,0,0
5607,Diana Gabriela,F,1,0,0,0
5608,Lusiyana Emilova,F,1,0,0,0
5609,Mamadou Binta,F,1,0,0,0
5610,Kyara Nahary,F,1,0,0,0
5611,Nicole Victória,F,1,0,0,0
5612,Diana Afonso,F,1,0,0,0
5613,Clara Rafael,F,1,0,0,0
5614,Saiana Ramilha,F,1,0,0,0
5615,Laura Francesca,F,1,0,0,0
5616,Nor Elhoda,F,1,0,0,0
5617,Rita da Alegria,F,1,0,0,0
5618,Leonor Micaela,F,1,0,0,0
5619,Leandra Miriam,F,1,0,0,0
5620,Joana da Conceição,F,1,0,0,0
5621,Allana Olívia,F,1,0,0,0
5622,Hellieva Melissa,F,1,0,0,0
5623,Louíse Victória,F,1,0,0,0
5624,Eva Nadine,F,1,0,0,0
5625,Josefa Emanuela,F,1,0,0,0
5626,Camille Eloïse,F,1,0,0,0
5627,Fatumata Assiara,F,1,0,0,0
5628,Yasmin Raissa,F,1,0,0,0
5629,Saneia Atalia,F,1,0,0,0
5630,Yara Vitória,F,1,0,0,0
5631,Eva Luísa,F,1,0,0,0
5632,Noa Catarina,F,1,0,0,0
5633,Marta Constança,F,1,0,0,0
5634,Constança Salvador,F,1,0,0,0
5635,Sara Andreea,F,1,0,0,0
5636,Beatriz Francisca,F,1,0,0,0
5637,Mirela Dadiva,F,1,0,0,0
5638,Vitória da Conceição,F,1,0,0,0
5639,Diana Salomé,F,1,0,0,0
5640,Crissia Alícia,F,1,0,0,0
5641,Alícia Margarida,F,1,0,0,0
5642,Juliana José,F,1,0,0,0
5643,Yara Mar,F,1,0,0,0
5644,Mariana Teresa,F,1,0,0,0
5645,Giovana Rafaela,F,1,0,0,0
5646,Lariana Daria,F,1,0,0,0
5647,Filipa Fernanda,F,1,0,0,0
5648,Virgínia Kataleia,F,1,0,0,0
5649,Paloma Janaína,F,1,0,0,0
5650,Rebeca Marina,F,1,0,0,0
5651,Aline Beatriz,F,1,0,0,0
