,nome,genero,freqs 2014,freqs 2015,freqs 2016,freqs 2017
9468,Didier,M,1,1,1,1
9469,Stephan,M,1,2,1,5
9470,Svetlin,M,1,0,0,0
9471,Osasogie,M,1,0,0,0
9472,Timeo,M,1,1,1,0
9473,Karamjot,M,1,0,0,0
9474,Kener,M,1,0,0,0
9475,Ryane,M,1,0,0,0
9476,Kylian,M,1,0,2,4
9477,Stepfan,M,1,0,0,0
9478,Akshit,M,1,0,0,0
9479,Fa,M,1,0,0,0
9480,Bilmão,M,1,0,0,0
9481,Sadhwin,M,1,0,0,0
9482,Yusuf,M,1,0,1,0
9483,Leonildo,M,1,0,0,0
9484,Edilberto,M,1,0,0,0
9485,Tayyab,M,1,0,0,1
9486,Samaritano,M,1,0,0,0
9487,Aiã,M,1,0,0,0
9488,Shreyan,M,1,0,0,1
9489,Donyorjov,M,1,0,0,0
9490,Anilton,M,1,0,1,0
9491,Rafaelo,M,1,0,1,0
9492,Djéidan,M,1,0,0,0
9493,Abhinoor,M,1,1,0,0
9494,Junxi,M,1,0,0,0
9495,Yehshouha,M,1,0,0,0
9496,Iag,M,1,0,0,0
9497,Canfa,M,1,0,0,0
9498,Kaiden,M,1,0,0,0
9499,Hermínio,M,1,0,0,1
9500,Kaique,M,1,0,1,4
9501,Ânghel,M,1,0,0,0
9502,Jyanio,M,1,0,0,0
9503,Qiaoyi,M,1,0,0,0
9504,Risab,M,1,0,0,0
9505,Cleyton,M,1,0,0,1
9506,Eulyame,M,1,0,0,0
9507,Tommy,M,1,2,1,0
9508,Dishan,M,1,0,0,0
9509,Edvaldo,M,1,2,1,0
9510,Eriandro,M,1,0,0,0
9511,Mogli,M,1,0,0,0
9512,Germán,M,1,0,0,0
9513,Tatiano,M,1,0,0,0
9514,Liandro,M,1,1,0,0
9515,Elian,M,1,1,0,0
9516,Wylson,M,1,0,0,0
9517,Award,M,1,0,0,0
9518,Frímann,M,1,0,0,0
9519,Cristopher,M,1,1,0,1
9520,Erasmo,M,1,0,1,0
9521,Kevil,M,1,0,0,0
9522,Raymond,M,1,0,0,0
9523,Borys,M,1,0,0,0
9524,Saymon,M,1,0,1,0
9525,Eclésio,M,1,0,0,0
9526,Cilton,M,1,0,0,0
9527,Shriyan,M,1,0,0,0
9528,Filipp,M,1,0,0,0
9529,Igory,M,1,0,0,0
9530,Aisosa,M,1,0,0,0
9531,Higor,M,1,0,0,0
9532,Giorgi,M,1,1,2,1
9533,Thalis,M,1,0,0,0
9534,Vadhvansh,M,1,0,0,0
9535,Mendo,M,1,0,0,0
9536,Lyedson,M,1,0,0,0
9537,Avelino,M,1,1,2,1
9538,Ramón,M,1,0,0,0
9539,Khristyan,M,1,0,0,0
9540,Rainer,M,1,0,0,0
9541,Dilraaj,M,1,1,0,0
9542,Adryán,M,1,0,0,0
9543,Junxin,M,1,0,0,0
9544,Wasley,M,1,0,0,0
9545,Nicollas,M,1,2,3,2
9546,Iaromir,M,1,0,0,0
9547,Milade,M,1,0,0,0
9548,Jonata,M,1,0,2,0
9549,Hailton,M,1,0,0,0
9550,Mamede,M,1,0,0,1
9551,Amadeo,M,1,0,1,0
9552,Denílson,M,1,0,0,0
9553,Asad,M,1,1,0,0
9554,Nanieno,M,1,0,0,0
9555,Elizandro,M,1,0,1,0
9556,Andrea,M,1,0,1,0
9557,Zine,M,1,0,0,0
9558,Taras,M,1,0,0,1
9559,Arseni,M,1,0,0,0
9560,Azan,M,1,0,0,0
9561,Kanish,M,1,0,0,0
9562,Rahid,M,1,0,0,0
9563,Janilson,M,1,1,2,0
9564,Ralph,M,1,0,1,0
9565,kévim,M,1,0,0,0
9566,Adair,M,1,0,0,0
9567,Alfred,M,1,0,0,1
9568,Noe,M,1,1,0,0
9569,Marc,M,1,0,0,1
9570,Jordi,M,1,0,1,0
9571,Abdullah,M,1,2,3,3
9572,Batoura,M,1,0,0,0
9573,Kiluange,M,1,1,0,0
9574,Ásafe,M,1,0,0,0
9575,Romesh,M,1,0,0,0
9576,Romário,M,1,0,0,2
9577,Gando,M,1,0,0,0
9578,Lenin,M,1,0,0,0
9579,Mindo,M,1,0,0,0
9580,Prudêncio,M,1,0,1,0
9581,Keijy,M,1,0,0,0
9582,Muhibur,M,1,0,0,0
9583,Gursehajpreet,M,1,0,0,0
9584,Tómas,M,1,0,0,0
9585,Nahuel,M,1,0,0,0
9586,Raiyan,M,1,1,0,0
9587,Enrico,M,1,1,0,2
9588,Étienne,M,1,0,0,1
9589,Absalão,M,1,0,4,0
9590,Srijan,M,1,0,0,0
9591,Sebastiana,M,1,0,0,0
9592,Akhrorov,M,1,0,0,0
9593,Iacob,M,1,1,0,1
9594,Harshil,M,1,1,0,0
9595,Andoni,M,1,0,0,0
9596,Johan,M,1,1,0,0
9597,Meer,M,1,0,0,0
9598,Yax,M,1,0,0,0
9599,Oziel,M,1,0,3,1
9600,Bo,M,1,0,0,2
9601,Oleksii,M,1,0,0,0
9602,Beniamin,M,1,0,0,0
9603,Mártin,M,1,0,0,0
9604,Petru,M,1,0,1,0
9605,Hercules,M,1,0,0,0
9606,Khaled,M,1,0,0,0
9607,Deven,M,1,0,0,0
9608,Djanne,M,1,0,0,0
9609,Dinnis,M,1,0,0,0
9610,Jarede,M,1,0,0,0
9611,Wisdom,M,1,0,0,0
9612,Sarangvir,M,1,0,0,0
9613,Swami,M,1,0,0,0
9614,Davids,M,1,0,0,0
9615,Roodney,M,1,0,0,0
9616,Jessé,M,1,0,4,7
9617,Sarigue,M,1,0,0,0
9618,Ilias,M,1,0,1,0
9619,Anshdeep,M,1,0,0,0
9620,Djames,M,1,1,0,0
9621,Juvenal,M,1,2,0,1
9622,Jeremy,M,1,1,1,1
9623,Orhan,M,1,0,0,0
9624,Zeke,M,1,0,0,0
9625,Eyson,M,1,0,0,0
9626,Agam,M,1,0,1,0
9627,Visual,M,1,0,0,0
9628,Titi,M,1,0,0,0
9629,Human,M,1,0,0,0
9630,Tyler,M,1,1,2,2
9631,krasimir,M,1,0,0,0
9632,Laudário,M,1,0,0,0
9633,Prince,M,1,1,3,2
9634,Molosande,M,1,0,0,0
9635,Leopold,M,1,0,0,0
9636,Usman,M,1,0,1,0
9637,Henda,M,1,1,0,0
9638,Piero,M,1,1,0,0
9639,Suprim,M,1,0,0,0
9640,Papa,M,1,0,1,0
9641,Dmitriy,M,1,0,0,1
9642,Zak,M,1,0,0,0
9643,Aléxis,M,1,0,9,6
9644,Mingsohang,M,1,0,0,0
9645,Arian,M,1,0,2,0
9646,Rami,M,1,0,0,0
9647,Davidson,M,1,2,1,2
9648,Alexandros,M,1,1,0,0
9649,Pape,M,1,0,0,0
9650,Dullin,M,1,0,0,0
9651,Zé,M,1,0,2,0
9652,Ayush,M,1,1,0,0
9653,Jamie,M,1,1,2,0
9654,Tongze,M,1,0,0,0
9655,Veridiano,M,1,0,0,0
9656,Eugen,M,1,0,0,0
9657,Morgan,M,1,1,0,1
9658,Myron,M,1,0,0,0
9659,Jovanny,M,1,1,1,0
9660,Tweny,M,1,0,0,0
9661,Gabryel,M,1,1,0,0
9662,Isaí,M,1,0,1,1
9663,Rishabh,M,1,0,0,0
9664,Younes,M,1,1,0,0
9665,Daniyal,M,1,0,1,0
9666,Eliender,M,1,0,0,0
9667,Louca,M,1,0,0,0
9668,Aftab,M,1,0,0,0
9669,Arion,M,1,0,0,0
9670,Cedrik,M,1,0,0,0
9671,Dev,M,1,0,0,0
9672,Hunny,M,1,0,0,0
9673,Rojer,M,1,0,0,0
9674,Ferdan,M,1,0,0,0
9675,Gurwinder,M,1,0,1,0
9676,Mykael,M,1,0,0,0
9677,Ovidiu,M,1,0,0,0
9678,João Pedro,M,343,0,0,0
9679,Rodrigo Miguel,M,204,0,0,0
9680,Pedro Miguel,M,174,0,0,0
9681,Afonso Miguel,M,140,0,0,0
9682,João Miguel,M,138,0,0,0
9683,Diogo Miguel,M,136,0,0,0
9684,João Maria,M,127,0,0,0
9685,Duarte Miguel,M,124,0,0,0
9686,Tiago Miguel,M,123,0,0,0
9687,José Pedro,M,114,0,0,0
9688,Francisco Maria,M,104,0,0,0
9689,José Maria,M,99,0,0,0
9690,Rodrigo Filipe,M,94,0,0,0
9691,Manuel Maria,M,93,0,0,0
9692,Martim Alexandre,M,92,0,0,0
9693,Francisco Miguel,M,90,0,0,0
9694,Francisco José,M,87,0,0,0
9695,António Maria,M,86,0,0,0
9696,José Miguel,M,85,0,0,0
9697,João Francisco,M,85,0,0,0
9698,Martim Filipe,M,80,0,0,0
9699,Rodrigo Alexandre,M,76,0,0,0
9700,Tomás Miguel,M,75,0,0,0
9701,Santiago Miguel,M,73,0,0,0
9702,Gonçalo Filipe,M,73,0,0,0
9703,Tiago Filipe,M,70,0,0,0
9704,David Miguel,M,70,0,0,0
9705,Miguel Ângelo,M,69,0,0,0
9706,André Filipe,M,67,0,0,0
9707,Tomás Filipe,M,67,0,0,0
9708,Gonçalo Miguel,M,65,0,0,0
9709,Diogo Filipe,M,64,0,0,0
9710,Gabriel Alexandre,M,64,0,0,0
9711,Francisco Manuel,M,62,0,0,0
9712,Rafael Alexandre,M,61,0,0,0
9713,Gabriel Filipe,M,60,0,0,0
9714,Tomás Alexandre,M,59,0,0,0
9715,Tiago Alexandre,M,59,0,0,0
9716,Diogo Alexandre,M,57,0,0,0
9717,Simão Pedro,M,57,0,0,0
9718,Duarte Filipe,M,57,0,0,0
9719,Gonçalo Dinis,M,56,0,0,0
9720,Daniel Filipe,M,54,0,0,0
9721,Luís Miguel,M,54,0,0,0
9722,Santiago Filipe,M,53,0,0,0
9723,João Filipe,M,53,0,0,0
9724,Diego Miguel,M,50,0,0,0
9725,Guilherme Filipe,M,50,0,0,0
9726,Dinis Miguel,M,49,0,0,0
9727,João Afonso,M,47,0,0,0
9728,Santiago Alexandre,M,47,0,0,0
9729,Gustavo Miguel,M,46,0,0,0
9730,Leandro Filipe,M,45,0,0,0
9731,João Tomás,M,45,0,0,0
9732,João Dinis,M,44,0,0,0
9733,António Pedro,M,42,0,0,0
9734,Lourenço Miguel,M,42,0,0,0
9735,Rodrigo Manuel,M,41,0,0,0
9736,Diego Alexandre,M,41,0,0,0
9737,Rodrigo José,M,40,0,0,0
9738,André Miguel,M,39,0,0,0
9739,Afonso José,M,39,0,0,0
9740,Miguel Alexandre,M,39,0,0,0
9741,Afonso Filipe,M,39,0,0,0
9742,Afonso Manuel,M,38,0,0,0
9743,Rafael Filipe,M,38,0,0,0
9744,Afonso Maria,M,37,0,0,0
9745,Martim Miguel,M,37,0,0,0
9746,Bruno Miguel,M,37,0,0,0
9747,Guilherme Alexandre,M,37,0,0,0
9748,Duarte Alexandre,M,36,0,0,0
9749,Dinis Alexandre,M,36,0,0,0
9750,Tiago Manuel,M,36,0,0,0
9751,Dinis Filipe,M,36,0,0,0
9752,Pedro Henrique,M,36,0,0,0
9753,Gabriel José,M,36,0,0,0
9754,David Luís,M,36,0,0,0
9755,Diogo Rafael,M,36,0,0,0
9756,Afonso Dinis,M,36,0,0,0
9757,Diego Filipe,M,35,0,0,0
9758,João Manuel,M,35,0,0,0
9759,Martim José,M,35,0,0,0
9760,Daniel Alexandre,M,35,0,0,0
9761,Guilherme Miguel,M,35,0,0,0
9762,João Tiago,M,34,0,0,0
9763,Pedro Afonso,M,34,0,0,0
9764,Luís Filipe,M,34,0,0,0
9765,Gustavo Filipe,M,33,0,0,0
9766,João Paulo,M,33,0,0,0
9767,Miguel Filipe,M,32,0,0,0
9768,Lucas Miguel,M,32,0,0,0
9769,Duarte Maria,M,31,0,0,0
9770,Leandro Miguel,M,31,0,0,0
9771,Gonçalo Alexandre,M,31,0,0,0
9772,Tiago André,M,31,0,0,0
9773,Lucas Gabriel,M,30,0,0,0
9774,Pedro Filipe,M,30,0,0,0
9775,Duarte Manuel,M,30,0,0,0
9776,Miguel Maria,M,30,0,0,0
9777,Vasco Miguel,M,30,0,0,0
9778,David Alexandre,M,29,0,0,0
9779,João António,M,29,0,0,0
9780,Salvador Miguel,M,29,0,0,0
9781,Salvador Filipe,M,29,0,0,0
9782,Tomás Manuel,M,28,0,0,0
9783,José Diogo,M,28,0,0,0
9784,Vicente Maria,M,28,0,0,0
9785,Hugo Miguel,M,28,0,0,0
9786,Leonardo Filipe,M,27,0,0,0
9787,António Miguel,M,27,0,0,0
9788,Santiago José,M,27,0,0,0
9789,Bernardo Miguel,M,27,0,0,0
9790,Gonçalo Manuel,M,27,0,0,0
9791,Dinis Maria,M,26,0,0,0
9792,Leonardo Miguel,M,26,0,0,0
9793,Salvador Maria,M,26,0,0,0
9794,Pedro Manuel,M,26,0,0,0
9795,Pedro Alexandre,M,26,0,0,0
9796,Lucas Alexandre,M,26,0,0,0
9797,Nuno Miguel,M,25,0,0,0
9798,Enzo Gabriel,M,25,0,0,0
9799,Guilherme José,M,25,0,0,0
9800,Diogo Manuel,M,25,0,0,0
9801,Tiago José,M,25,0,0,0
9802,João Gabriel,M,24,0,0,0
9803,Guilherme Manuel,M,24,0,0,0
9804,Rui Miguel,M,24,0,0,0
9805,Alexandre Miguel,M,24,0,0,0
9806,Vicente Miguel,M,24,0,0,0
9807,Filipe Miguel,M,23,0,0,0
9808,Diogo André,M,23,0,0,0
9809,José Luís,M,23,0,0,0
9810,João Carlos,M,23,0,0,0
9811,João Nuno,M,23,0,0,0
9812,João Guilherme,M,23,0,0,0
9813,Gonçalo José,M,23,0,0,0
9814,Ricardo Miguel,M,22,0,0,0
9815,Lucas Filipe,M,22,0,0,0
9816,Simão Filipe,M,22,0,0,0
9817,Vasco Maria,M,22,0,0,0
9818,Tomás Rafael,M,22,0,0,0
9819,Eduardo Miguel,M,22,0,0,0
9820,Martim Rafael,M,22,0,0,0
9821,Duarte Rafael,M,22,0,0,0
9822,Rúben Miguel,M,21,0,0,0
9823,José Manuel,M,21,0,0,0
9824,Salvador José,M,21,0,0,0
9825,Rui Pedro,M,21,0,0,0
9826,Gustavo Alexandre,M,21,0,0,0
9827,João Alexandre,M,21,0,0,0
9828,João Duarte,M,21,0,0,0
9829,Jorge Miguel,M,21,0,0,0
9830,Luís Pedro,M,21,0,0,0
9831,Henrique Manuel,M,21,0,0,0
9832,Diego Martim,M,21,0,0,0
9833,Tiago Rafael,M,20,0,0,0
9834,Tomás Maria,M,20,0,0,0
9835,Francisco Dinis,M,20,0,0,0
9836,João Ricardo,M,20,0,0,0
9837,João Diogo,M,20,0,0,0
9838,Pedro Dinis,M,20,0,0,0
9839,Diogo José,M,20,0,0,0
9840,Pedro Rafael,M,20,0,0,0
9841,Duarte José,M,19,0,0,0
9842,Simão Miguel,M,19,0,0,0
9843,Henrique Miguel,M,19,0,0,0
9844,Francisco António,M,18,0,0,0
9845,José Carlos,M,18,0,0,0
9846,Pedro Maria,M,18,0,0,0
9847,Diego Rafael,M,18,0,0,0
9848,Rafael José,M,18,0,0,0
9849,João Rodrigo,M,18,0,0,0
9850,David José,M,18,0,0,0
9851,Santiago Manuel,M,18,0,0,0
9852,Luís Carlos,M,17,0,0,0
9853,Lucas Rafael,M,17,0,0,0
9854,Duarte Nuno,M,17,0,0,0
9855,Lucas Manuel,M,17,0,0,0
9856,Simão Alexandre,M,17,0,0,0
9857,Diogo Luís,M,17,0,0,0
9858,Gonçalo Maria,M,17,0,0,0
9859,Bernardo Maria,M,17,0,0,0
9860,Daniel José,M,17,0,0,0
9861,Martim Dinis,M,17,0,0,0
9862,Manuel João,M,17,0,0,0
9863,António Manuel,M,17,0,0,0
9864,Francisco Filipe,M,16,0,0,0
9865,Francisco João,M,16,0,0,0
9866,João Luís,M,16,0,0,0
9867,Rúben Alexandre,M,16,0,0,0
9868,Enzo Rafael,M,16,0,0,0
9869,Enzo Miguel,M,16,0,0,0
9870,Rodrigo Luís,M,16,0,0,0
9871,José António,M,16,0,0,0
9872,Marco António,M,16,0,0,0
9873,Martim Manuel,M,16,0,0,0
9874,Francisco Luís,M,15,0,0,0
9875,David Filipe,M,15,0,0,0
9876,Miguel José,M,15,0,0,0
9877,Gustavo Manuel,M,15,0,0,0
9878,Rúben Filipe,M,15,0,0,0
9879,Dinis Afonso,M,15,0,0,0
9880,Rodrigo Daniel,M,15,0,0,0
9881,João Henrique,M,15,0,0,0
9882,Dinis Manuel,M,15,0,0,0
9883,Afonso Duarte,M,15,0,0,0
9884,Afonso Daniel,M,15,0,0,0
9885,João Salvador,M,15,0,0,0
9886,Ricardo Filipe,M,15,0,0,0
9887,José Francisco,M,15,0,0,0
9888,Miguel Afonso,M,15,0,0,0
9889,Filipe Alexandre,M,15,0,0,0
9890,Vicente José,M,14,0,0,0
9891,Eduardo Filipe,M,14,0,0,0
9892,Francisco Duarte,M,14,0,0,0
9893,Diogo Maria,M,14,0,0,0
9894,João Martim,M,14,0,0,0
9895,Martim André,M,14,0,0,0
9896,Afonso Gabriel,M,14,0,0,0
9897,Sebastião Maria,M,14,0,0,0
9898,David Manuel,M,14,0,0,0
9899,José Afonso,M,14,0,0,0
9900,Lourenço Filipe,M,14,0,0,0
9901,Tiago Daniel,M,14,0,0,0
9902,João Gonçalo,M,14,0,0,0
9903,João Bernardo,M,14,0,0,0
9904,Eduardo José,M,14,0,0,0
9905,Bernardo José,M,14,0,0,0
9906,Miguel João,M,14,0,0,0
9907,Gonçalo Daniel,M,14,0,0,0
9908,Diogo Martim,M,14,0,0,0
9909,Diogo Henrique,M,14,0,0,0
9910,João Rafael,M,13,0,0,0
9911,Pedro Santiago,M,13,0,0,0
9912,Pedro Francisco,M,13,0,0,0
9913,Vasco Filipe,M,13,0,0,0
9914,Pedro Gabriel,M,13,0,0,0
9915,Tiago Dinis,M,13,0,0,0
9916,Rodrigo André,M,13,0,0,0
9917,Tomás José,M,13,0,0,0
9918,Luís Afonso,M,13,0,0,0
9919,Micael Alexandre,M,13,0,0,0
9920,Mateus Filipe,M,13,0,0,0
9921,Lourenço José,M,13,0,0,0
9922,Vicente Manuel,M,13,0,0,0
9923,Francisco Gabriel,M,12,0,0,0
9924,Francisco Daniel,M,12,0,0,0
9925,Guilherme André,M,12,0,0,0
9926,Leonardo José,M,12,0,0,0
9927,Guilherme Luís,M,12,0,0,0
9928,Paulo Jorge,M,12,0,0,0
9929,Afonso Martim,M,12,0,0,0
9930,Martim Afonso,M,12,0,0,0
9931,Gustavo José,M,12,0,0,0
9932,Bruno Alexandre,M,12,0,0,0
9933,Pedro José,M,12,0,0,0
9934,Santiago Rafael,M,12,0,0,0
9935,Tomás Afonso,M,12,0,0,0
9936,José Filipe,M,12,0,0,0
9937,Santiago Maria,M,12,0,0,0
9938,Isaac Filipe,M,12,0,0,0
9939,Manel Maria,M,12,0,0,0
9940,Manuel Francisco,M,12,0,0,0
9941,Santiago Dinis,M,12,0,0,0
9942,Leandro Rafael,M,12,0,0,0
9943,Francisco Alexandre,M,12,0,0,0
9944,António José,M,12,0,0,0
9945,João David,M,12,0,0,0
9946,Afonso Alexandre,M,12,0,0,0
9947,Henrique José,M,12,0,0,0
9948,Bernardo Filipe,M,11,0,0,0
9949,Fábio Miguel,M,11,0,0,0
9950,Salvador Dinis,M,11,0,0,0
9951,Mateus Alexandre,M,11,0,0,0
9952,Francisco Xavier,M,11,0,0,0
9953,António Luís,M,11,0,0,0
9954,Carlos Rafael,M,11,0,0,0
9955,Rafael Dinis,M,11,0,0,0
9956,Miguel Duarte,M,11,0,0,0
9957,Martim Duarte,M,11,0,0,0
9958,Rodrigo Dinis,M,11,0,0,0
9959,David João,M,11,0,0,0
9960,Lucas Daniel,M,11,0,0,0
9961,Afonso Rafael,M,11,0,0,0
9962,Ricardo Alexandre,M,11,0,0,0
9963,Lourenço Maria,M,11,0,0,0
9964,Carlos Alexandre,M,11,0,0,0
9965,Ricardo José,M,11,0,0,0
9966,Martim Daniel,M,10,0,0,0
9967,Kévim Miguel,M,10,0,0,0
9968,João Vicente,M,10,0,0,0
9969,José Henrique,M,10,0,0,0
9970,Guilherme Afonso,M,10,0,0,0
9971,Lourenço Manuel,M,10,0,0,0
9972,Francisco Jorge,M,10,0,0,0
9973,Pedro Emanuel,M,10,0,0,0
9974,Lucas José,M,10,0,0,0
9975,João André,M,10,0,0,0
9976,Lucas André,M,10,0,0,0
9977,Gustavo Luís,M,10,0,0,0
9978,Miguel António,M,10,0,0,0
9979,Leonardo Alexandre,M,10,0,0,0
9980,Rodrigo Afonso,M,10,0,0,0
9981,Leandro Manuel,M,10,0,0,0
9982,Miguel Pedro,M,10,0,0,0
9983,João Lucas,M,10,0,0,0
9984,Afonso João,M,10,0,0,0
9985,Diogo Francisco,M,10,0,0,0
9986,Alexandre Filipe,M,10,0,0,0
9987,José Dinis,M,10,0,0,0
9988,Diego Manuel,M,10,0,0,0
9989,Tomás André,M,10,0,0,0
9990,Duarte António,M,10,0,0,0
9991,Rafael António,M,10,0,0,0
9992,Dinis Rafael,M,10,0,0,0
9993,Leonardo Rafael,M,9,0,0,0
9994,Manuel António,M,9,0,0,0
9995,Rodrigo Rafael,M,9,0,0,0
9996,Vasco José,M,9,0,0,0
9997,Salvador Manuel,M,9,0,0,0
9998,Fernando Miguel,M,9,0,0,0
9999,Simão Manuel,M,9,0,0,0
10000,Ricardo Manuel,M,9,0,0,0
10001,Gustavo Daniel,M,9,0,0,0
10002,Enzo Alexandre,M,9,0,0,0
10003,Bruno Daniel,M,9,0,0,0
10004,Henrique Alexandre,M,9,0,0,0
10005,Martim Maria,M,9,0,0,0
10006,António João,M,9,0,0,0
10007,Salvador Alexandre,M,9,0,0,0
10008,José Guilherme,M,9,0,0,0
10009,Hugo Alexandre,M,9,0,0,0
10010,Santiago Luís,M,9,0,0,0
10011,Rúben André,M,9,0,0,0
10012,Gustavo Dinis,M,9,0,0,0
10013,Isaac Alexandre,M,9,0,0,0
10014,Martim Gabriel,M,9,0,0,0
10015,Joaquim Maria,M,9,0,0,0
10016,Rodrigo Santiago,M,9,0,0,0
10017,Fábio Júnior,M,9,0,0,0
10018,Fábio Alexandre,M,9,0,0,0
10019,Rui Filipe,M,9,0,0,0
10020,Cristiano Miguel,M,9,0,0,0
10021,João Mateus,M,9,0,0,0
10022,Bruno Filipe,M,9,0,0,0
10023,Diogo António,M,9,0,0,0
10024,Artur Miguel,M,8,0,0,0
10025,Tomás Gabriel,M,8,0,0,0
10026,Rafael André,M,8,0,0,0
10027,Mateus José,M,8,0,0,0
10028,José Eduardo,M,8,0,0,0
10029,Pedro António,M,8,0,0,0
10030,Ricardo Jorge,M,8,0,0,0
10031,Luís Manuel,M,8,0,0,0
10032,Rafael Duarte,M,8,0,0,0
10033,Luís Maria,M,8,0,0,0
10034,Lourenço Dinis,M,8,0,0,0
10035,Martim António,M,8,0,0,0
10036,Tiago Afonso,M,8,0,0,0
10037,Lourenço Alexandre,M,8,0,0,0
10038,Luís Guilherme,M,8,0,0,0
10039,Simão Daniel,M,8,0,0,0
10040,Diego Gabriel,M,8,0,0,0
10041,Guilherme António,M,8,0,0,0
10042,Rodrigo António,M,8,0,0,0
10043,Gustavo Rafael,M,8,0,0,0
10044,Samuel Filipe,M,8,0,0,0
10045,Tiago Henrique,M,8,0,0,0
10046,Tomás Francisco,M,8,0,0,0
10047,Lucas Santiago,M,8,0,0,0
10048,Enzo Filipe,M,8,0,0,0
10049,Gonçalo Duarte,M,8,0,0,0
10050,Nuno Rafael,M,8,0,0,0
10051,Francisco Martim,M,8,0,0,0
10052,Tiago Martim,M,8,0,0,0
10053,Gabriel António,M,8,0,0,0
10054,Tiago Gabriel,M,8,0,0,0
10055,Sandro Miguel,M,8,0,0,0
10056,Tiago João,M,8,0,0,0
10057,Manuel José,M,8,0,0,0
10058,Vasco Manuel,M,8,0,0,0
10059,Rafael João,M,8,0,0,0
10060,David Rafael,M,8,0,0,0
10061,Carlos Alberto,M,8,0,0,0
10062,Paulo Alexandre,M,8,0,0,0
10063,Salvador António,M,8,0,0,0
10064,David Gabriel,M,8,0,0,0
10065,Carlos Miguel,M,7,0,0,0
10066,Santiago Gabriel,M,7,0,0,0
10067,Dinis António,M,7,0,0,0
10068,Tomás Daniel,M,7,0,0,0
10069,Miguel Tomás,M,7,0,0,0
10070,Jorge Manuel,M,7,0,0,0
10071,José Nuno,M,7,0,0,0
10072,David Jorge,M,7,0,0,0
10073,João Gil,M,7,0,0,0
10074,Lucas Emanuel,M,7,0,0,0
10075,Ricardo André,M,7,0,0,0
10076,Rodrigo Maria,M,7,0,0,0
10077,Diogo Afonso,M,7,0,0,0
10078,Pedro Nuno,M,7,0,0,0
10079,Carlos Manuel,M,7,0,0,0
10080,Sérgio Daniel,M,7,0,0,0
10081,Pedro Martim,M,7,0,0,0
10082,Filipe Duarte,M,7,0,0,0
10083,Matias Miguel,M,7,0,0,0
10084,Ivo Miguel,M,7,0,0,0
10085,José Fernando,M,7,0,0,0
10086,Eduardo Rafael,M,7,0,0,0
10087,Miguel Luís,M,7,0,0,0
10088,João Lourenço,M,7,0,0,0
10089,Jorge Gabriel,M,7,0,0,0
10090,Francisco Tomás,M,7,0,0,0
10091,Dinis José,M,7,0,0,0
10092,Rúben Micael,M,7,0,0,0
10093,Diego José,M,7,0,0,0
10094,Diego Henrique,M,7,0,0,0
10095,Tiago Francisco,M,7,0,0,0
10096,Rodrigo Martim,M,7,0,0,0
10097,Francisco Rafael,M,7,0,0,0
10098,Isaac Miguel,M,7,0,0,0
10099,Rodrigo Duarte,M,7,0,0,0
10100,José Rodrigo,M,7,0,0,0
10101,Duarte André,M,7,0,0,0
10102,Renato Filipe,M,7,0,0,0
10103,Simão André,M,7,0,0,0
10104,Gonçalo Henrique,M,7,0,0,0
10105,Alexandre José,M,7,0,0,0
10106,André Martim,M,7,0,0,0
10107,Salvador Henrique,M,7,0,0,0
10108,Gustavo André,M,7,0,0,0
10109,Martim Salvador,M,7,0,0,0
10110,Gabriel André,M,7,0,0,0
10111,Simão José,M,7,0,0,0
10112,Afonso Luís,M,7,0,0,0
10113,José Lourenço,M,7,0,0,0
10114,José Gabriel,M,7,0,0,0
10115,André Luís,M,7,0,0,0
10116,Leandro José,M,7,0,0,0
10117,Manuel Luís,M,7,0,0,0
10118,Diogo João,M,7,0,0,0
10119,Carlos Daniel,M,7,0,0,0
10120,Daniel André,M,7,0,0,0
10121,Gustavo Henrique,M,7,0,0,0
10122,Jaime Miguel,M,7,0,0,0
10123,Francisco Eduardo,M,7,0,0,0
10124,João Matias,M,7,0,0,0
10125,Miguel Henrique,M,7,0,0,0
10126,Rodrigo Gabriel,M,7,0,0,0
10127,João Daniel,M,7,0,0,0
10128,Gabriel Henrique,M,7,0,0,0
10129,Daniel António,M,7,0,0,0
10130,Vasco António,M,6,0,0,0
10131,Tomás Henrique,M,6,0,0,0
10132,Guilherme Duarte,M,6,0,0,0
10133,Dinis Salvador,M,6,0,0,0
10134,Gonçalo Luís,M,6,0,0,0
10135,Miguel Francisco,M,6,0,0,0
10136,Guilherme Rafael,M,6,0,0,0
10137,José João,M,6,0,0,0
10138,José Duarte,M,6,0,0,0
10139,Gabriel Santiago,M,6,0,0,0
10140,Luís Francisco,M,6,0,0,0
10141,Gabriel João,M,6,0,0,0
10142,Mateus Miguel,M,6,0,0,0
10143,Nuno Filipe,M,6,0,0,0
10144,Rodrigo Enzo,M,6,0,0,0
10145,Alexandre Manuel,M,6,0,0,0
10146,Martim Henrique,M,6,0,0,0
10147,Bruno Rafael,M,6,0,0,0
10148,Gabriel Dinis,M,6,0,0,0
10149,Rafael Luís,M,6,0,0,0
10150,Leandro Alexandre,M,6,0,0,0
10151,Guilherme Dinis,M,6,0,0,0
10152,Martim Luís,M,6,0,0,0
10153,António Duarte,M,6,0,0,0
10154,Duarte Vicente,M,6,0,0,0
10155,Joaquim Manuel,M,6,0,0,0
10156,David António,M,6,0,0,0
