nome,genero,freqs 2014,freqs 2015,freqs 2016,freqs 2017
David Luiz,M,2,0,0,0
Diego Marley,M,2,0,0,0
Davi Samuel,M,2,0,0,0
Gabriel Augusto,M,2,0,0,0
Mílton Alexandre,M,2,0,0,0
Dinis Ricardo,M,2,0,0,0
Filipe José,M,2,0,0,0
Daniel Augusto,M,2,0,0,0
Ismael Alexandre,M,2,0,0,0
Santiago Alexandru,M,2,0,0,0
Afonso Santiago,M,2,0,0,0
Wilson Júnior,M,2,0,0,0
Francisco Mateus,M,2,0,0,0
Ismael Filipe,M,2,0,0,0
Sandro Alexandre,M,2,0,0,0
Noah Jorge,M,2,0,0,0
Andrei Alexandru,M,2,0,0,0
Alexandre Francisco,M,2,0,0,0
Samuel Tiago,M,2,0,0,0
Carlos Rodrigo,M,2,0,0,0
Fábio Rafael,M,2,0,0,0
Pedro Jorge,M,2,0,0,0
José Vasco,M,2,0,0,0
Daniel Vicente,M,2,0,0,0
Rodrigo Paulo,M,2,0,0,0
Luís Rodrigo,M,2,0,0,0
Santiago Alberto,M,2,0,0,0
Wilmer Ismael,M,2,0,0,0
Leonardo Diego,M,2,0,0,0
Henrique Afonso,M,2,0,0,0
Lucas Dinis,M,2,0,0,0
Daniel Ângelo,M,2,0,0,0
Guilherme Tiago,M,2,0,0,0
Alexandre Dinis,M,2,0,0,0
César Filipe,M,2,0,0,0
Francisco Nuno,M,2,0,0,0
José David,M,2,0,0,0
Tomás Vicente,M,2,0,0,0
David Júnior,M,2,0,0,0
Renato António,M,2,0,0,0
Bernardo Martim,M,2,0,0,0
Kévim Dinis,M,2,0,0,0
Enzo Tiago,M,2,0,0,0
Dinis André,M,2,0,0,0
Rúben Júnior,M,2,0,0,0
Ricardo António,M,2,0,0,0
Santiago Micael,M,2,0,0,0
Guilherme Santiago,M,2,0,0,0
Mário Manuel,M,2,0,0,0
Tomás Lucas,M,2,0,0,0
Samuel André,M,2,0,0,0
José Mateus,M,2,0,0,0
Pedro Mateus,M,2,0,0,0
Adriano Miguel,M,2,0,0,0
Jorge Duarte,M,2,0,0,0
Martim Rodrigo,M,2,0,0,0
Filipe Vicente,M,2,0,0,0
Francisco Santiago,M,2,0,0,0
Ricardo Francisco,M,2,0,0,0
Leandro Martim,M,2,0,0,0
Francisco Bento,M,2,0,0,0
Manuel Dinis,M,2,0,0,0
Lourenço Francisco,M,2,0,0,0
Fábio Rodrigo,M,2,0,0,0
Vicente Noah,M,2,0,0,0
Gustavo Francisco,M,2,0,0,0
Guilherme Matias,M,2,0,0,0
Dilan Alexandre,M,2,0,0,0
Davi Luís,M,2,0,0,0
Alexandru Gabriel,M,2,0,0,0
Bryan Alexandre,M,2,0,0,0
César Júnior,M,2,0,0,0
Ivo Filipe,M,2,0,0,0
Guilherme Pedro,M,2,0,0,0
António de Santa Maria,M,2,0,0,0
Eric Daniel,M,2,0,0,0
Matias Maria,M,2,0,0,0
Afonso Leandro,M,2,0,0,0
Marcos António,M,2,0,0,0
Leonardo Vicente,M,2,0,0,0
Sérgio Alexandre,M,2,0,0,0
Henrique Duarte,M,2,0,0,0
Daniel Matias,M,2,0,0,0
Francisco César,M,2,0,0,0
Francisco Salvador,M,2,0,0,0
António Rui,M,2,0,0,0
Afonso Gonçalo,M,2,0,0,0
António Vasco,M,2,0,0,0
Afonso António,M,2,0,0,0
Enzo Martim,M,2,0,0,0
Artur Rafael,M,2,0,0,0
Diego Ricardo,M,2,0,0,0
Daniel Santiago,M,2,0,0,0
Daniel Fernando,M,2,0,0,0
David Mateus,M,2,0,0,0
Bruno Martim,M,2,0,0,0
Alfredo Miguel,M,2,0,0,0
Rafael Eduardo,M,2,0,0,0
Rodrigo Cristiano,M,2,0,0,0
Bruno Lucas,M,2,0,0,0
David Luis,M,2,0,0,0
Brian Lourenço,M,2,0,0,0
Ivo Daniel,M,2,0,0,0
Leonardo Xavier,M,2,0,0,0
Isaac Daniel,M,2,0,0,0
Matias Vicente,M,2,0,0,0
Salvador Mateus,M,2,0,0,0
Nuno Valentim,M,2,0,0,0
André Santiago,M,2,0,0,0
Dário Filipe,M,2,0,0,0
Jorge Rafael,M,2,0,0,0
Enzo Tomás,M,2,0,0,0
Rúben Leonardo,M,2,0,0,0
Ivan Micael,M,2,0,0,0
Rodrigo Gonçalo,M,2,0,0,0
Mateus Henrique,M,2,0,0,0
Gerson Filipe,M,2,0,0,0
António Lourenço,M,2,0,0,0
Leo Miguel,M,2,0,0,0
Joel Martim,M,2,0,0,0
Valentim Francisco,M,2,0,0,0
João Matheus,M,2,0,0,0
Paulo Dinis,M,2,0,0,0
Erik Daniel,M,2,0,0,0
Afonso Francisco,M,2,0,0,0
António Xavier,M,2,0,0,0
Carlos Dinis,M,2,0,0,0
Vítor Daniel,M,2,0,0,0
Diogo Augusto,M,2,0,0,0
Joaquim Salvador,M,2,0,0,0
Martim David,M,2,0,0,0
António Vicente,M,2,0,0,0
Rui Carlos,M,2,0,0,0
Tiago Rodrigo,M,2,0,0,0
Fábio Enzo,M,2,0,0,0
David Francisco,M,2,0,0,0
Ianis Andrei,M,2,0,0,0
Domingos José,M,2,0,0,0
Kevin Miguel,M,2,0,0,0
Guilherme Salvador,M,2,0,0,0
Ricardo de Jesus,M,2,0,0,0
Enzo José,M,2,0,0,0
João Moisés,M,2,0,0,0
Diogo Daniel,M,2,0,0,0
Yuri Martim,M,2,0,0,0
Joaquim António,M,2,0,0,0
Luca Filipe,M,2,0,0,0
Bernardo Duarte,M,2,0,0,0
Matias António,M,2,0,0,0
André José,M,2,0,0,0
Nélson Tiago,M,2,0,0,0
Alexandre Vicente,M,2,0,0,0
Lourenço Salvador,M,2,0,0,0
Vicente Jorge,M,2,0,0,0
Kévim Luís,M,2,0,0,0
Gustavo Noah,M,2,0,0,0
Dinis Artur,M,2,0,0,0
Nuno Lourenço,M,2,0,0,0
Manuel Gil,M,2,0,0,0
Daniel Ricardo,M,2,0,0,0
Adolfo João,M,2,0,0,0
Diego Armando,M,2,0,0,0
Mateus Eduardo,M,2,0,0,0
André Dinis,M,2,0,0,0
Alexandre Xavier,M,2,0,0,0
Pedro Joaquim,M,2,0,0,0
Paulo Ricardo,M,2,0,0,0
Vicente Gil,M,2,0,0,0
Carlos João,M,2,0,0,0
Duarte Mateus,M,2,0,0,0
Francisco Ricardo,M,2,0,0,0
João Frederico,M,2,0,0,0
Mário Rafael,M,2,0,0,0
Bernardo Jorge,M,2,0,0,0
Deivid Rafael,M,2,0,0,0
Francisco de Assis,M,2,0,0,0
Guilherme Lourenço,M,2,0,0,0
Salvador Gonçalo,M,2,0,0,0
Leandro Bernardino,M,2,0,0,0
Leonardo Tomás,M,2,0,0,0
Mateus Manuel,M,2,0,0,0
André Salvador,M,2,0,0,0
Duarte Lourenço,M,2,0,0,0
Mateus Daniel,M,2,0,0,0
César Tomás,M,2,0,0,0
Manuel Eduardo,M,2,0,0,0
Afonso Vicente,M,2,0,0,0
Luís Simão,M,2,0,0,0
Afonso Leonardo,M,2,0,0,0
João Gustavo,M,2,0,0,0
Yuri Alexandre,M,2,0,0,0
Martim Tomás,M,2,0,0,0
André Rodrigo,M,2,0,0,0
João Rui,M,2,0,0,0
Davi Rafael,M,2,0,0,0
Artur Maria,M,2,0,0,0
Roberto Carlos,M,2,0,0,0
Ódin João,M,2,0,0,0
Gustavo Afonso,M,2,0,0,0
David Emmanuel,M,2,0,0,0
Jorge Rodrigo,M,2,0,0,0
Eduardo Jorge,M,2,0,0,0
Gabriel Martim,M,2,0,0,0
Paulo Sérgio,M,2,0,0,0
Diego Rodrigo,M,2,0,0,0
Vasco Afonso,M,2,0,0,0
Matias Xavier,M,2,0,0,0
Jaime Filipe,M,2,0,0,0
Nuno Duarte,M,2,0,0,0
Orlando Miguel,M,2,0,0,0
António André,M,2,0,0,0
Simão Henrique,M,2,0,0,0
Leonardo Simão,M,2,0,0,0
Frederico Maria,M,2,0,0,0
Raúl José,M,2,0,0,0
Estêvão Maria,M,2,0,0,0
Tiago Mateus,M,2,0,0,0
Hugo Júnior,M,2,0,0,0
Guilherme Lucas,M,2,0,0,0
Simão Emanuel,M,2,0,0,0
Bruno Salvador,M,2,0,0,0
Rúben Emanuel,M,2,0,0,0
Carlos Afonso,M,2,0,0,0
Ivo Emanuel,M,2,0,0,0
Ian Miguel,M,2,0,0,0
José Vicente,M,2,0,0,0
João Alberto,M,2,0,0,0
Daniel Rodrigo,M,2,0,0,0
Martinho José,M,2,0,0,0
Matias Filipe,M,2,0,0,0
Jaime Maria,M,2,0,0,0
Lucas Eduardo,M,2,0,0,0
Micael Afonso,M,2,0,0,0
Rúben Matias,M,2,0,0,0
João Santiago,M,2,0,0,0
Tomás Eduardo,M,2,0,0,0
Ângelo António,M,2,0,0,0
Miguel de Jesus,M,2,0,0,0
Vicente Nuno,M,2,0,0,0
André Henrique,M,2,0,0,0
Paulo Gabriel,M,2,0,0,0
Victor Alexandre,M,2,0,0,0
Isaque Manuel,M,2,0,0,0
Ricardo Martim,M,2,0,0,0
Paulo Manuel,M,2,0,0,0
Joaquim Santiago,M,2,0,0,0
Gustavo Xavier,M,2,0,0,0
Vasco Dinis,M,2,0,0,0
Vitor Manuel,M,2,0,0,0
Gustavo Jorge,M,2,0,0,0
Cláudio André,M,2,0,0,0
Pedro Micael,M,2,0,0,0
Lucas Micael,M,2,0,0,0
Daniel Gonçalo,M,2,0,0,0
Fábio Manuel,M,2,0,0,0
Raúl Alexandre,M,2,0,0,0
Noah Gabriel,M,2,0,0,0
Rafael Agostinho,M,2,0,0,0
Simão Rodrigo,M,2,0,0,0
Kévim Alexandre,M,2,0,0,0
Muhammad Ali,M,2,0,0,0
Vítor José,M,2,0,0,0
Francisco Lourenço,M,2,0,0,0
Hélder Rafael,M,2,0,0,0
Nuno Alberto,M,2,0,0,0
David Salvador,M,2,0,0,0
Afonso Fernando,M,2,0,0,0
Yi Chen,M,2,0,0,0
Salvador André,M,2,0,0,0
José Lucas,M,2,0,0,0
Christian Alexandre,M,2,0,0,0
Kevin Gabriel,M,2,0,0,0
Diego Alejandro,M,2,0,0,0
Mário Santiago,M,2,0,0,0
Bernardo André,M,2,0,0,0
Frederico José,M,2,0,0,0
Gonçalo Pedro,M,2,0,0,0
Gustavo Emanuel,M,2,0,0,0
Simão Dinis,M,2,0,0,0
Luís Emanuel,M,2,0,0,0
Rúben Eduardo,M,2,0,0,0
Guilherme Augusto,M,2,0,0,0
André Xavier,M,2,0,0,0
Márcio Manuel,M,2,0,0,0
André Gil,M,2,0,0,0
Andrei Cristian,M,2,0,0,0
Bernardo Rafael,M,2,0,0,0
Simão Guilherme,M,2,0,0,0
Rodrigo Samuel,M,2,0,0,0
Eduardo Matias,M,2,0,0,0
Victor Manuel,M,2,0,0,0
David Guilherme,M,2,0,0,0
Isaac Gabriel,M,2,0,0,0
Diogo Ricardo,M,2,0,0,0
Joel Gonçalo,M,2,0,0,0
Alexandre Afonso,M,2,0,0,0
Francisco Diogo,M,2,0,0,0
Marcel José,M,2,0,0,0
António Gabriel,M,2,0,0,0
Mário Pedro,M,2,0,0,0
Nuno Fernando,M,2,0,0,0
Simão Gabriel,M,2,0,0,0
David Gonçalo,M,2,0,0,0
Manuel Filipe,M,2,0,0,0
Mário Alexandre,M,2,0,0,0
António Carlos,M,2,0,0,0
Luís Augusto,M,2,0,0,0
Rodrigo Gil,M,2,0,0,0
Diego Lourenço,M,2,0,0,0
Tomás Sebastião,M,2,0,0,0
Renato Jorge,M,2,0,0,0
Noah David,M,2,0,0,0
Giovani Mateus,M,2,0,0,0
Davi Filipe,M,2,0,0,0
Rafael Lourenço,M,2,0,0,0
José Joaquim,M,2,0,0,0
Dinis Alberto,M,2,0,0,0
Gerson Ricardo,M,2,0,0,0
Matheus Rafael,M,2,0,0,0
Fabrício Tiago,M,2,0,0,0
Leandro Emanuel,M,2,0,0,0
Nuno Ricardo,M,2,0,0,0
Gustavo Gabriel,M,2,0,0,0
Afonso Carlos,M,2,0,0,0
Alexandre Duarte,M,2,0,0,0
Nuno Luís,M,2,0,0,0
Vasco Santiago,M,2,0,0,0
Luís Martim,M,2,0,0,0
Edgar Dinis,M,2,0,0,0
Emanuel Júnior,M,2,0,0,0
Rafael Santiago,M,2,0,0,0
André Afonso,M,2,0,0,0
Mário José,M,2,0,0,0
Kévim Martim,M,2,0,0,0
Ricardo Maria,M,2,0,0,0
Alexandre Luís,M,2,0,0,0
Eduardo Vicente,M,2,0,0,0
Filipe Gabriel,M,2,0,0,0
Henrique Augusto,M,2,0,0,0
Martim Cristiano,M,2,0,0,0
Vasco Júnior,M,2,0,0,0
Vítor Rafael,M,2,0,0,0
Hugo André,M,2,0,0,0
Diego Valentim,M,2,0,0,0
Francisco Micael,M,2,0,0,0
Leonardo Afonso,M,2,0,0,0
Emanuel Filipe,M,2,0,0,0
Martim Diego,M,2,0,0,0
Tomás Joaquim,M,2,0,0,0
Diego Afonso,M,2,0,0,0
Artur Gonçalo,M,2,0,0,0
Jorge Pedro,M,2,0,0,0
Gabriel Vicente,M,2,0,0,0
Sérgio Miguel,M,2,0,0,0
Diego Xavier,M,2,0,0,0
António Santiago,M,2,0,0,0
Afonso Benjamim,M,2,0,0,0
João Bruno,M,2,0,0,0
Moisés Miguel,M,2,0,0,0
Alexandre Sérgio,M,2,0,0,0
David Matthew,M,2,0,0,0
Diego Dinis,M,2,0,0,0
Frederico Dinis,M,2,0,0,0
Micael José,M,2,0,0,0
Samuel Rafael,M,2,0,0,0
Lucas Samuel,M,2,0,0,0
David Bernardo,M,2,0,0,0
Ivo Gabriel,M,2,0,0,0
Nelson David,M,2,0,0,0
Bruno Micael,M,2,0,0,0
Kaiden Helder,M,1,0,0,0
Igor André,M,1,0,0,0
Kévim Brice,M,1,0,0,0
Frederico Nero,M,1,0,0,0
Afonso Valentim,M,1,0,0,0
Ângelo Eusébio,M,1,0,0,0
João Rúben,M,1,0,0,0
Martim Sebastião,M,1,0,0,0
Hélio António,M,1,0,0,0
Dinis Henrique,M,1,0,0,0
Mawete Guilherme,M,1,0,0,0
Dário Durval,M,1,0,0,0
Luís André,M,1,0,0,0
Djayson Miguel,M,1,0,0,0
Chen Jin,M,1,0,0,0
Denis Diego,M,1,0,0,0
Francisco Job,M,1,0,0,0
Élio Gabriel,M,1,0,0,0
Fábio Santiago,M,1,0,0,0
Kévin Filipe,M,1,0,0,0
Dragos Eugénio,M,1,0,0,0
Cauã Rodrigo,M,1,0,0,0
Santo Júnior,M,1,0,0,0
Francisco Crispim,M,1,0,0,0
Kevin Mickael,M,1,0,0,0
Gabriel Orlando,M,1,0,0,0
Gustavo Diego,M,1,0,0,0
Mamadou Kokolanke,M,1,0,0,0
Gabriel Roland,M,1,0,0,0
Francis Micheal,M,1,0,0,0
Isaac Pedro,M,1,0,0,0
Ignácio Paulo,M,1,0,0,0
Kévin Eliazar,M,1,0,0,0
Brian Misael,M,1,0,0,0
Pedro Enrique,M,1,0,0,0
Mauro José,M,1,0,0,0
André Matias,M,1,0,0,0
Ivan Lourenço,M,1,0,0,0
Laurindo Osmar,M,1,0,0,0
Nabil Talukder,M,1,0,0,0
Lucas Scott,M,1,0,0,0
Nuno Adriel,M,1,0,0,0
Pedro Aires,M,1,0,0,0
Máximo Santiago,M,1,0,0,0
Miguel Vitorino,M,1,0,0,0
Axel César,M,1,0,0,0
Leandro Davi,M,1,0,0,0
Afonso Mateus,M,1,0,0,0
Salvador Solano,M,1,0,0,0
Daniel Eduardo,M,1,0,0,0
Roberto António,M,1,0,0,0
Ionut Cristian,M,1,0,0,0
Diogo Hernâni,M,1,0,0,0
Diego Lorenzo,M,1,0,0,0
Lucas Cristian,M,1,0,0,0
Savlatjon Abduxakimov,M,1,0,0,0
Diego Marzim,M,1,0,0,0
Alvis Gonçalo,M,1,0,0,0
Lukas Emanuel,M,1,0,0,0
Reginaldo Manuel,M,1,0,0,0
Tammo Guilherme,M,1,0,0,0
Martim Aladino,M,1,0,0,0
Waldemar Divaldo,M,1,0,0,0
Gil Duarte,M,1,0,0,0
Jorge Sebastião,M,1,0,0,0
Milan Santiago,M,1,0,0,0
Itai Helmar,M,1,0,0,0
Pranay John,M,1,0,0,0
Manuel Martinho,M,1,0,0,0
Rui Wilson,M,1,0,0,0
Wesley Aliussene,M,1,0,0,0
Enzo Augusto,M,1,0,0,0
Rómulo Hernandez,M,1,0,0,0
Rayan Adney,M,1,0,0,0
William Carlos,M,1,0,0,0
Manuel Diogo,M,1,0,0,0
Ricardo Júlio,M,1,0,0,0
Gabriel Sanca,M,1,0,0,0
Iag Samuel,M,1,0,0,0
Diogo David,M,1,0,0,0
Bruno Júnior,M,1,0,0,0
Francisco Valter,M,1,0,0,0
Joabe Miguel,M,1,0,0,0
Ismael Carl,M,1,0,0,0
Ekam Veer,M,1,0,0,0
Francisco David,M,1,0,0,0
Samuel Gaspar,M,1,0,0,0
César Catarino,M,1,0,0,0
Simão Ilídio,M,1,0,0,0
Laurentiu Marian,M,1,0,0,0
Mário Duarte,M,1,0,0,0
Enzo Henrique,M,1,0,0,0
Lourenço Fernando,M,1,0,0,0
Hugo Jorge,M,1,0,0,0
Daví Wazediwa,M,1,0,0,0
Elliott Tiago,M,1,0,0,0
Nuno Emanuel,M,1,0,0,0
Anthony César,M,1,0,0,0
Ângelo Ariel,M,1,0,0,0
Maylson Samuel,M,1,0,0,0
Kevin Cristiano Teofilo,M,1,0,0,0
Thiago Alexandre,M,1,0,0,0
Romeu Manuel,M,1,0,0,0
Luís Cristiano,M,1,0,0,0
Ismael Joaquim,M,1,0,0,0
Andrei Liviu,M,1,0,0,0
Brandon Davide,M,1,0,0,0
Diego Stefany,M,1,0,0,0
Miguel Bento,M,1,0,0,0
Riby Rafael,M,1,0,0,0
Ivo Eduardo,M,1,0,0,0
Paulo Martim,M,1,0,0,0
Matias Silvestre,M,1,0,0,0
Filipe Luís,M,1,0,0,0
Dinis David,M,1,0,0,0
Misaquel Ismael,M,1,0,0,0
Henrique Bernardo,M,1,0,0,0
Gabriel Terêncio,M,1,0,0,0
Joshua Djoaany,M,1,0,0,0
Rahid Dinis,M,1,0,0,0
Fabrício Miguel,M,1,0,0,0
Noah Sebastião,M,1,0,0,0
Henzo Dyllan,M,1,0,0,0
Élio Carlos,M,1,0,0,0
Manuel Mateus,M,1,0,0,0
Francisco Adriano,M,1,0,0,0
Santiago Xavier,M,1,0,0,0
Jardel Tiago,M,1,0,0,0
Joel Gabriel,M,1,0,0,0
Rodrigo Cristian,M,1,0,0,0
Kayo Alexandre,M,1,0,0,0
Filipe Andrei,M,1,0,0,0
Domingos Salvador,M,1,0,0,0
Armando José,M,1,0,0,0
Filipe Micael,M,1,0,0,0
Diego Inácio,M,1,0,0,0
Pedro Harry,M,1,0,0,0
Alfred Ionut,M,1,0,0,0
Sebastião Raul,M,1,0,0,0
Bernardo Gabriel,M,1,0,0,0
Augusto João,M,1,0,0,0
Nuno Mateus,M,1,0,0,0
Francisco Júnior,M,1,0,0,0
Lucas Jordan,M,1,0,0,0
António Frederico,M,1,0,0,0
Manel António,M,1,0,0,0
Claudiu Marian,M,1,0,0,0
Filipe Cassiano,M,1,0,0,0
Márcio Ângelo,M,1,0,0,0
Eviquene Gabriel,M,1,0,0,0
Guilherme Xavier,M,1,0,0,0
Sazim Farzan,M,1,0,0,0
Fábio Juvenal,M,1,0,0,0
Carlos Lourenço,M,1,0,0,0
Diogo Micael,M,1,0,0,0
Adriel Miguel,M,1,0,0,0
Rómulo Leão,M,1,0,0,0
Aabaj Mangal,M,1,0,0,0
Kawan Sylvanus,M,1,0,0,0
Miguel do Carmo,M,1,0,0,0
Kyandro Davi,M,1,0,0,0
Denilson Patrick,M,1,0,0,0
Manuel Sebastião,M,1,0,0,0
Ilídio Amaro,M,1,0,0,0
Muhammad Zunair,M,1,0,0,0
Bruno Jorge,M,1,0,0,0
Santiago Vicente,M,1,0,0,0
Wami Nzoji,M,1,0,0,0
Célio Rafael,M,1,0,0,0
Miguel Sequeira,M,1,0,0,0
Rafael Tiago,M,1,0,0,0
Angélico Emanuel,M,1,0,0,0
Abubacar Tcham,M,1,0,0,0
José Telmo,M,1,0,0,0
Duarte Lucas,M,1,0,0,0
António Falanga,M,1,0,0,0
Alexandre Nataniel,M,1,0,0,0
Elijah Gene,M,1,0,0,0
Kevin Rafael,M,1,0,0,0
Kévim Ricardo,M,1,0,0,0
André Martins,M,1,0,0,0
Miguel Abdelwahab,M,1,0,0,0
Helmyr Gabriel,M,1,0,0,0
David Weya,M,1,0,0,0
Wasley Adriano,M,1,0,0,0
Lourenço David,M,1,0,0,0
Celestino Rafael,M,1,0,0,0
Mário Miguel,M,1,0,0,0
Antonio Claudio,M,1,0,0,0
Sérgio Paulo,M,1,0,0,0
Leonel Gustavo,M,1,0,0,0
Giovani Magno,M,1,0,0,0
Giovani Henrique,M,1,0,0,0
Dong Chan,M,1,0,0,0
Jonata Wendy,M,1,0,0,0
Israel André,M,1,0,0,0
Eduard Nicolas,M,1,0,0,0
Tomás Bartolomeu,M,1,0,0,0
Ivan Artjomovich,M,1,0,0,0
Tiago Lorenzo,M,1,0,0,0
Marco Júnior,M,1,0,0,0
Emanuel Davi,M,1,0,0,0
David Juliano,M,1,0,0,0
Bruno Valentim,M,1,0,0,0
Cristiano Dinis,M,1,0,0,0
Vitor Hugo,M,1,0,0,0
Gonçalo Breyner,M,1,0,0,0
Simão Romeu,M,1,0,0,0
Hugo Batista,M,1,0,0,0
Henrique Maciel,M,1,0,0,0
Gonçalo Leonel,M,1,0,0,0
Romeu António,M,1,0,0,0
Camilo Luquene,M,1,0,0,0
Matheus Brayan,M,1,0,0,0
Frederico António,M,1,0,0,0
Alexandre Wanga,M,1,0,0,0
Manuel Júnior,M,1,0,0,0
Marco Henrique,M,1,0,0,0
Tarik Abdelaziz,M,1,0,0,0
Vicente Elias,M,1,0,0,0
Rui Eduardo,M,1,0,0,0
Tomás Adriano,M,1,0,0,0
Ilie Filip,M,1,0,0,0
Alexandre Inocêncio,M,1,0,0,0
Mark Thor,M,1,0,0,0
Neal Kumar,M,1,0,0,0
Gerson Agostinho,M,1,0,0,0
Guilherme David,M,1,0,0,0
Andrei Antonio,M,1,0,0,0
Nilson Steve,M,1,0,0,0
Salvador Diogo,M,1,0,0,0
Lúcio Rafael,M,1,0,0,0
Tayrone Júnior,M,1,0,0,0
João Fernando,M,1,0,0,0
Jedidiah Brent,M,1,0,0,0
Henrique Viriato,M,1,0,0,0
Muhammad Musab,M,1,0,0,0
Isaac Tiago,M,1,0,0,0
James Nuno,M,1,0,0,0
Taylor Mickhael,M,1,0,0,0
Yun Ze,M,1,0,0,0
Thomas Santiago,M,1,0,0,0
Jackson Aleander,M,1,0,0,0
Oscar Miguel,M,1,0,0,0
Artur Jorge,M,1,0,0,0
Salvador Pedro,M,1,0,0,0
Lukas Lian,M,1,0,0,0
Rúben Lenine,M,1,0,0,0
Lucas Augusto,M,1,0,0,0
Thiago Marcelino,M,1,0,0,0
Gabriel Félix,M,1,0,0,0
Felipe Gabriel,M,1,0,0,0
Victor Leandro,M,1,0,0,0
Tilson Gabriel,M,1,0,0,0
Delfim Diogo,M,1,0,0,0
Carlos Aurélio,M,1,0,0,0
Micael Natã,M,1,0,0,0
Márcio Filomeno,M,1,0,0,0
Ary Duarte,M,1,0,0,0
Erik José,M,1,0,0,0
Marco Diego,M,1,0,0,0
Davi Matias,M,1,0,0,0
Wylliam Filipe,M,1,0,0,0
Ivandro Júnior,M,1,0,0,0
Gabriel Mapota,M,1,0,0,0
Leopold Michael,M,1,0,0,0
Júlio Sérgio,M,1,0,0,0
Elavoko Victor,M,1,0,0,0
Gil Manuel,M,1,0,0,0
Ethan Jeremy,M,1,0,0,0
Alexandre Ricardo,M,1,0,0,0
Filipe Leonardo,M,1,0,0,0
Nuno Maximilian,M,1,0,0,0
Simão Eduardo,M,1,0,0,0
Alessio Alexandre,M,1,0,0,0
Nuno Flávio,M,1,0,0,0
Bruno Vicente,M,1,0,0,0
Erick Rafael,M,1,0,0,0
Tomás Ricardo,M,1,0,0,0
Tomás Adélio,M,1,0,0,0
Juno Afonso,M,1,0,0,0
Ricardo Saúl,M,1,0,0,0
Noah José Dean,M,1,0,0,0
António de São José,M,1,0,0,0
Sérgio Martim,M,1,0,0,0
Euclidi Canhe,M,1,0,0,0
Gabriel Abel,M,1,0,0,0
Ruben Nathan,M,1,0,0,0
Nathaniel James,M,1,0,0,0
Ivo Vicente,M,1,0,0,0
Fabiano José,M,1,0,0,0
Vítor Lourenço,M,1,0,0,0
Jiyaan Divyesh,M,1,0,0,0
Fábio William,M,1,0,0,0
Ianis Santiago,M,1,0,0,0
Ariel Adonai,M,1,0,0,0
Daniel César,M,1,0,0,0
Vítor André,M,1,0,0,0
Muhammad Isaac,M,1,0,0,0
Bruno Marcelo,M,1,0,0,0
Martin Jose,M,1,0,0,0
Rubim Miguel,M,1,0,0,0
Francisco Gonçalo,M,1,0,0,0
Renato Emanuel,M,1,0,0,0
Enzo Paulo,M,1,0,0,0
Rafael Elisei,M,1,0,0,0
Kiaro Miguel,M,1,0,0,0
Lucca Alexandre,M,1,0,0,0
Frederico Dionísio,M,1,0,0,0
Rodrigo Yasin,M,1,0,0,0
Josué Rodrigo,M,1,0,0,0
Omer Faruk,M,1,0,0,0
Duarte Rodrigo,M,1,0,0,0
Lucas Pedro,M,1,0,0,0
Adam Ibrahim,M,1,0,0,0
Oleksandr Daniel,M,1,0,0,0
Romeu Alexandre,M,1,0,0,0
Djeyson Francisco,M,1,0,0,0
Kevin Jair,M,1,0,0,0
Diogo Endrique,M,1,0,0,0
Paolo Félipe,M,1,0,0,0
Vidal Júnior,M,1,0,0,0
Eliézer Raúl,M,1,0,0,0
Amary Gabriel,M,1,0,0,0
Giovani Valentim,M,1,0,0,0
Rodrigo Gualter,M,1,0,0,0
Júnior Muhamed,M,1,0,0,0
Jorge Tiago,M,1,0,0,0
Heitor Ovídio,M,1,0,0,0
Luís Samuel,M,1,0,0,0
Erik Filipe,M,1,0,0,0
Dylan Eulavino,M,1,0,0,0
Thomas Rafael,M,1,0,0,0
Enzo Virgínio,M,1,0,0,0
Atílio Gonçalo,M,1,0,0,0
Augusto Vicente,M,1,0,0,0
John Mário,M,1,0,0,0
Oscar David,M,1,0,0,0
Kiamy Alexandre,M,1,0,0,0
David Isaac,M,1,0,0,0
Brian James,M,1,0,0,0
Salvador Lorrahn,M,1,0,0,0
Erick Alexandre,M,1,0,0,0
Jesus Gonçalo,M,1,0,0,0
Erick Felipe,M,1,0,0,0
Lisandro André,M,1,0,0,0
Liam André,M,1,0,0,0
Guilherme Amelim,M,1,0,0,0
Cauã Mateus,M,1,0,0,0
Evandro Ezequiel,M,1,0,0,0
Ronaldo Alexandre,M,1,0,0,0
Eduardo Henrique,M,1,0,0,0
Hugo Nuno,M,1,0,0,0
Eric Rafael,M,1,0,0,0
Ângelo Micael,M,1,0,0,0
Frederico Elias,M,1,0,0,0
Daniel Dylan,M,1,0,0,0
Rodney Miguel,M,1,0,0,0
Diego Bernardino,M,1,0,0,0
Kelvyn Leonardo,M,1,0,0,0
Martim Carter,M,1,0,0,0
James Sebastian,M,1,0,0,0
Hélder Daniel,M,1,0,0,0
Étienne Filipe,M,1,0,0,0
Dilan André,M,1,0,0,0
Vinicius Tyller,M,1,0,0,0
Ruben Mickael,M,1,0,0,0
Santiago Enzo,M,1,0,0,0
Filipe Rodrigo,M,1,0,0,0
João Arthur,M,1,0,0,0
Lemuel Natã,M,1,0,0,0
Maximiano Rodrigo,M,1,0,0,0
Noah Lourenço,M,1,0,0,0
Caetano Lukeny,M,1,0,0,0
Gabriel Mohamed,M,1,0,0,0
Rúben Alberto,M,1,0,0,0
